time,u,v,w,p,q,r,phi,theta,psi,betaML,betaMR,betaMLdot,betaMRdot,betaSym,betaDiff,lateralForceN,rollMomentNm,yawMomentNm,limitActive,analysisGuardValid,bodySpeedMps,alphaRad,sideslipRad
1.325,32.5064040396312,0.000294980251945118,13.0145555771175,0.000803055904709687,0.00109128060156741,-2.47695196994723e-05,1.96715342699706e-05,0.379979085764673,-6.29989605090695e-07,0.812259871416424,0.815177843759601,0.124354709204596,0.176714586764426,0.813718857588013,0.00145898617158896,3.29755153587893,405.696429332055,-52.355590638407,1,1,35.0149248256318,0.380824416168839,8.42441482932085e-06
1.35,32.5067142897436,0.000694873832982817,13.0229111230108,0.00150190963372138,0.000883177291963923,-4.84374978012719e-05,4.65344956038251e-05,0.380004061783644,-1.5531927280752e-06,0.815314197607414,0.819759333046087,0.124354709204596,0.18916096599271,0.81753676532675,0.00222256771933649,5.67373080580849,608.848923196838,-81.0383584762866,1,1,35.0183193273993,0.381042634143909,1.98431519951539e-05
1.375,32.5071714617834,0.00140472144502465,13.0320294216049,0.00251202321180585,0.000616221526353384,-8.43019259839626e-05,9.41475035589288e-05,0.380023239734336,-3.26049991275311e-06,0.818368523798404,0.824636361116474,0.124354709204596,0.199108249716634,0.821502442457439,0.0031339186590349,9.14871896507501,845.50019658468,-115.877891005895,1,1,35.0221357039316,0.381279464176162,4.01095312198109e-05
1.4,32.5077975212967,0.00255018219281624,13.0418821774201,0.00387292570819068,0.00028276026381618,-0.000134900174747617,0.000170745450070581,0.380034892729415,-6.11576682625374e-06,0.821422849989394,0.829717791572159,0.124354709204596,0.205746810527874,0.825570320780776,0.00414747079138245,13.9960609812836,1100.97950395103,-155.7378122121,1,1,35.0263842969662,0.3815339083846,7.28074634666239e-05
1.425,32.5086124583153,0.00426990206702099,13.052431420986,0.0056019308224601,-0.000113987817053292,-0.000202442777335904,0.000285269223764493,0.380037398607039,-1.05484017075295e-05,0.824477176180384,0.834926501774224,0.124354709204596,0.209505015975951,0.829701838977304,0.00522466279692002,20.5400842398019,1363.42843979364,-199.543148266131,1,1,35.0310700407016,0.381804732503745,0.000121888999469124
1.45,32.5096349039276,0.00670890243543262,13.0636326463971,0.00770118938339071,-0.000570819600200996,-0.000288834905003324,0.00044686297329702,0.380029216025733,-1.70447081369066e-05,0.827531502371374,0.840195607150585,0.124354709204596,0.210774417200471,0.833863554760979,0.00633205238960532,29.1269671901906,1623.02897164727,-246.334991614409,1,1,35.0361942070775,0.382090542886113,0.000191484909484718
1.475,32.5108823612143,0.0100139415424314,13.0754361144019,0.0101603928019689,-0.0010845766874714,-0.000395692583203749,0.000664533638972503,0.380008883877472,-2.61405833183275e-05,0.830585828562364,0.845467563228228,0.124354709204596,0.209911584780118,0.838026695895296,0.0074408673329317,40.1072241489819,1871.77680136698,-295.270526013315,1,1,35.0417551182235,0.382389818962637,0.000285771692797503
1.5,32.512371404873,0.0143296330061193,13.0877879884798,0.012959167907166,-0.0016521694691538,-0.000524362028099577,0.000946873869610606,0.379975020089861,-3.84148282484157e-05,0.833640154753354,0.850693314379814,0.124354709204596,0.20723999561757,0.842166734566584,0.00852657981322991,53.8213202305024,2103.26904434587,-345.614103721422,1,1,35.0477487741821,0.382700941598732,0.000408860309336472
1.525,32.5141178462494,0.019795237850967,13.1006313186662,0.0160691842423687,-0.0022705960832108,-0.000675937981616158,0.00130184087526354,0.379926319944647,-5.44830420657915e-05,0.836694480944344,0.855831490224904,0.124354709204596,0.203051945901779,0.846262985584624,0.00956850464027986,70.5880732919862,2312.50705184787,-396.723583855813,1,1,35.0541693970753,0.383022217764103,0.000564704263245372
1.55,32.5161368635463,0.0265420506384354,13.1139068894727,0.0194559955946004,-0.00293695650112578,-0.000851278875005412,0.00173658433531878,0.379861554032713,-7.49919922508478e-05,0.839748807135335,0.860847650047305,0.124354709204596,0.197610468641737,0.85029822859132,0.0105494214559855,90.6955190959778,2495.71477380594,-448.034881099502,1,1,35.0610098958243,0.38335190194635,0.000757024776309858
